CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
710703708,Existing Customer,46.0,F,4,Unknown,Single,$40K - $60K,Silver,35.0,6,3,2,16985.0,968.0,16017.0,0.455,,56,0.647,0.057
712513458,Existing Customer,47.0,F,4,High School,Single,Less than $40K,Blue,38.0,4,1,4,7469.0,1899.0,5570.0,0.999,3150.0,70,0.489,0.254
709690158,Existing Customer,52.0,F,4,Graduate,Married,Less than $40K,Blue,36.0,6,1,2,4592.0,2517.0,2075.0,0.572,1470.0,33,0.737,0.548
709959858,Existing Customer,43.0,F,4,Graduate,Single,Less than $40K,Blue,32.0,6,3,4,4341.0,0.0,4341.0,0.613,3825.0,63,0.537,0.0
720683958,Existing Customer,41.0,M,4,Uneducated,Divorced,$80K - $120K,Gold,36.0,6,2,2,34516.0,0.0,34516.0,0.742,4077.0,67,0.763,0.0
780704358,Existing Customer,34.0,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,23.0,4,3,0,27710.0,0.0,27710.0,0.777,4014.0,73,0.659,0.0
717843783,Existing Customer,33.0,F,1,College,Single,Less than $40K,Silver,17.0,4,3,2,13431.0,1583.0,11848.0,0.621,2338.0,71,0.69,0.118
718318383,Existing Customer,49.0,M,1,High School,Unknown,$60K - $80K,Blue,36.0,6,3,4,2645.0,1499.0,1146.0,0.67,,69,0.533,0.567
708849858,Existing Customer,44.0,M,3,Doctorate,Single,$120K +,Blue,35.0,4,1,5,14028.0,1435.0,12593.0,0.57,3683.0,73,0.738,0.102
712652283,Existing Customer,36.0,M,1,Uneducated,Divorced,$80K - $120K,Blue,28.0,4,1,3,34516.0,774.0,33742.0,0.989,3030.0,74,0.805,0.022
793461933,Existing Customer,37.0,M,3,High School,Single,$80K - $120K,Blue,31.0,4,2,4,5699.0,1006.0,4693.0,0.734,2835.0,57,0.9,0.177
720084183,Existing Customer,46.0,M,3,Unknown,Divorced,$120K +,Blue,34.0,5,2,4,16284.0,0.0,16284.0,0.889,3018.0,75,0.5,0.0
767114958,Existing Customer,65.0,M,0,Uneducated,Single,Less than $40K,Blue,56.0,4,2,2,3226.0,2073.0,1153.0,1.035,3250.0,70,0.591,0.643
709216533,Existing Customer,52.0,M,2,College,Married,$80K - $120K,Blue,36.0,6,3,4,2803.0,778.0,2025.0,0.55,3142.0,64,0.561,0.278
720897783,Existing Customer,50.0,M,1,Uneducated,Married,$120K +,Blue,30.0,6,2,5,34516.0,2010.0,32506.0,0.594,2776.0,59,0.735,0.058
773503308,Existing Customer,59.0,M,1,Uneducated,Single,Less than $40K,Blue,53.0,5,5,4,2192.0,1569.0,623.0,0.706,4010.0,79,0.717,0.716
719963433,Existing Customer,37.0,F,3,Unknown,Single,Unknown,Blue,29.0,3,2,2,8318.0,1945.0,6373.0,1.487,3676.0,77,1.139,0.234
708139833,Attrited Customer,40.0,M,3,Graduate,Unknown,$60K - $80K,Blue,30.0,4,2,3,6391.0,0.0,6391.0,0.632,2323.0,44,0.419,0.0
710664558,Existing Customer,40.0,F,3,High School,Married,Less than $40K,Blue,31.0,5,2,4,4736.0,945.0,3791.0,0.835,3927.0,73,0.659,0.2
713687508,Existing Customer,59.0,M,1,Doctorate,Single,$60K - $80K,Blue,49.0,5,2,4,9944.0,1606.0,8338.0,0.62,3159.0,69,0.568,0.162
816312633,Existing Customer,52.0,F,3,College,Married,$40K - $60K,Blue,47.0,6,3,3,4717.0,0.0,4717.0,0.563,2349.0,66,0.347,0.0
712019883,Existing Customer,43.0,F,4,Unknown,Unknown,Unknown,Blue,34.0,5,3,3,12778.0,1528.0,11250.0,0.777,3337.0,69,0.769,0.12
718216008,Existing Customer,48.0,M,3,Graduate,Married,$60K - $80K,Blue,38.0,5,2,3,16920.0,2157.0,14763.0,0.629,3275.0,60,0.5,0.127
718345233,Existing Customer,45.0,F,2,Graduate,Unknown,Less than $40K,Blue,35.0,6,3,3,3240.0,2517.0,723.0,0.636,1904.0,41,0.519,0.777
771228183,Existing Customer,30.0,F,0,Graduate,Divorced,Less than $40K,Blue,17.0,4,1,3,4704.0,0.0,4704.0,1.177,3294.0,87,0.891,0.0
789430083,Existing Customer,41.0,F,5,High School,Single,$40K - $60K,Blue,32.0,6,1,2,14987.0,1425.0,13562.0,0.8,4470.0,83,0.844,0.095
779524833,Existing Customer,51.0,M,1,Unknown,Single,$80K - $120K,Blue,34.0,4,3,3,3554.0,1563.0,1991.0,0.893,3640.0,59,0.735,0.44
823621083,Existing Customer,46.0,M,3,Graduate,Married,$120K +,Blue,42.0,3,3,4,9227.0,938.0,8289.0,0.735,3948.0,74,0.721,0.102
715563558,Existing Customer,50.0,M,1,Unknown,Married,$120K +,Blue,40.0,3,3,2,7522.0,,6465.0,1.197,2533.0,62,1.138,0.141
715424283,Existing Customer,31.0,F,0,College,Married,Less than $40K,Blue,21.0,5,2,2,1677.0,0.0,1677.0,1.369,3059.0,50,0.613,0.0
807209808,Existing Customer,48.0,M,1,High School,Single,$60K - $80K,Blue,40.0,6,2,2,2319.0,1630.0,689.0,0.846,3739.0,68,0.659,0.703
716578158,Existing Customer,39.0,F,1,Unknown,Married,Less than $40K,Blue,29.0,6,2,5,2722.0,1592.0,1130.0,1.319,3205.0,49,0.633,0.585
708911508,Existing Customer,50.0,F,2,Unknown,Married,Less than $40K,Blue,39.0,3,3,2,2046.0,0.0,2046.0,0.936,3446.0,71,0.578,0.0
717332733,Existing Customer,47.0,M,4,Unknown,Single,$80K - $120K,Silver,37.0,5,2,4,34516.0,0.0,34516.0,1.06,2851.0,80,0.739,0.0
710681808,Existing Customer,53.0,M,3,High School,Single,$80K - $120K,Blue,42.0,6,3,3,18531.0,1548.0,16983.0,0.833,2484.0,52,0.857,0.084
708740808,Existing Customer,45.0,M,4,Graduate,Married,$40K - $60K,Blue,36.0,5,3,4,4112.0,0.0,4112.0,0.777,2949.0,54,1.25,0.0
711728208,Existing Customer,46.0,M,4,Graduate,Single,$120K +,Blue,34.0,4,1,2,34516.0,0.0,34516.0,0.991,4143.0,68,0.659,0.0
720562008,Existing Customer,34.0,M,2,Graduate,Single,$80K - $120K,Silver,22.0,4,3,3,34516.0,1263.0,33253.0,0.603,2759.0,65,0.806,0.037
709012083,Existing Customer,39.0,M,1,Uneducated,Married,Less than $40K,Blue,28.0,3,3,4,4683.0,2514.0,2169.0,0.58,2010.0,45,0.731,0.537
771073908,Existing Customer,62.0,M,0,Unknown,Married,$40K - $60K,Blue,48.0,4,1,2,1438.3,0.0,1438.3,0.425,1406.0,27,0.5,0.0
718174908,Existing Customer,53.0,F,3,Uneducated,Married,Less than $40K,Blue,36.0,4,3,2,4224.0,2417.0,1807.0,0.522,1458.0,29,1.071,0.572
709550958,Existing Customer,51.0,M,3,Graduate,Married,$60K - $80K,Blue,32.0,3,1,4,7133.0,0.0,7133.0,0.612,2689.0,62,0.59,0.0
720411183,Existing Customer,34.0,F,1,High School,Single,Unknown,Blue,22.0,6,1,0,10253.0,1857.0,8396.0,1.193,3042.0,66,0.941,0.181
720776508,Existing Customer,44.0,F,2,Doctorate,Single,$40K - $60K,Blue,25.0,4,3,2,4210.0,0.0,4210.0,1.224,4248.0,65,0.857,0.0
755615208,Existing Customer,49.0,M,3,High School,Single,$120K +,Blue,42.0,5,3,2,12630.0,1822.0,10808.0,0.947,4084.0,66,0.571,0.144
708147108,Existing Customer,26.0,M,0,Graduate,Divorced,Unknown,Blue,36.0,6,1,3,21084.0,2517.0,18567.0,0.763,2309.0,71,0.543,0.119
827476983,Attrited Customer,56.0,F,2,College,Single,Less than $40K,Blue,52.0,3,5,1,3639.0,2178.0,1461.0,0.451,1865.0,42,0.5,0.599
716682258,Existing Customer,52.0,M,1,High School,Divorced,$120K +,Blue,36.0,4,3,5,31945.0,1591.0,30354.0,0.711,3650.0,62,0.676,0.05
708563433,Attrited Customer,65.0,F,0,High School,Single,Unknown,Blue,56.0,3,6,3,5894.0,477.0,5417.0,1.015,1616.0,32,0.455,0.081
772277508,Existing Customer,65.0,F,1,Unknown,Single,Less than $40K,Blue,54.0,4,2,2,2209.0,0.0,2209.0,1.299,3292.0,52,0.857,0.0
712515558,Existing Customer,35.0,M,1,College,Single,$60K - $80K,Blue,26.0,3,2,3,23447.0,1515.0,21932.0,0.622,2834.0,77,0.638,0.065
719342808,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Blue,30.0,4,2,3,4180.0,688.0,3492.0,0.747,3750.0,76,0.727,0.165
788957358,Existing Customer,53.0,F,1,Graduate,Single,$40K - $60K,Blue,39.0,3,3,2,4930.0,2227.0,2703.0,0.801,4224.0,77,0.791,0.452
778386033,Existing Customer,38.0,M,3,Uneducated,Married,$60K - $80K,Blue,18.0,6,3,4,3417.0,1749.0,1668.0,0.57,2068.0,34,0.619,0.512
820060758,Existing Customer,50.0,F,1,College,Single,Less than $40K,Blue,45.0,4,2,4,4785.0,1965.0,2820.0,0.8,3651.0,59,0.553,0.411
713271708,Existing Customer,46.0,M,3,Uneducated,Married,Less than $40K,Silver,33.0,5,2,2,12685.0,0.0,12685.0,0.674,4454.0,74,0.574,0.0
720555483,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Blue,35.0,3,3,3,21374.0,0.0,21374.0,0.631,4100.0,79,0.681,0.0
709405758,Existing Customer,36.0,M,2,Graduate,Married,$60K - $80K,Blue,28.0,4,3,2,1911.0,1217.0,694.0,0.363,1965.0,49,0.256,0.637
769463433,Existing Customer,41.0,F,2,Post-Graduate,Single,Less than $40K,Blue,35.0,6,3,2,8666.0,0.0,8666.0,0.682,3593.0,71,0.578,0.0
786087633,Existing Customer,60.0,M,0,Unknown,Married,$60K - $80K,Blue,54.0,4,1,0,2759.0,2501.0,258.0,0.505,1650.0,34,0.7,0.906
738627708,Attrited Customer,49.0,F,2,Unknown,Single,Unknown,Blue,41.0,5,3,4,5984.0,0.0,5984.0,0.551,1838.0,42,0.556,0.0
719527833,Existing Customer,45.0,F,4,High School,Unknown,Unknown,Blue,36.0,6,3,3,23000.0,,21903.0,1.095,3886.0,70,0.667,0.048
715921758,Existing Customer,36.0,M,2,College,Single,$60K - $80K,Blue,25.0,5,3,2,1438.3,0.0,1438.3,0.579,2882.0,68,0.619,0.0
717280158,Existing Customer,49.0,M,3,Graduate,Married,Less than $40K,Blue,36.0,3,3,5,2976.0,1817.0,1159.0,0.739,3332.0,60,0.667,0.611
714179658,Existing Customer,43.0,M,3,High School,Single,$120K +,Blue,36.0,3,1,3,34516.0,0.0,34516.0,0.852,1996.0,48,0.548,0.0
806637558,Existing Customer,58.0,M,1,High School,Married,$60K - $80K,Blue,53.0,5,2,5,1438.3,0.0,1438.3,0.425,1539.0,40,0.6,0.0
714828708,Existing Customer,46.0,M,0,High School,Divorced,$80K - $120K,Blue,36.0,3,1,4,16099.0,0.0,16099.0,0.562,3656.0,88,0.76,0.0
711989358,Existing Customer,50.0,M,2,Graduate,Single,$80K - $120K,Blue,36.0,4,2,1,19595.0,1187.0,18408.0,0.875,3811.0,62,0.824,0.061
720188508,Existing Customer,43.0,M,4,Graduate,Single,$60K - $80K,Blue,25.0,3,2,4,13193.0,1749.0,11444.0,0.671,4071.0,64,0.73,
719528958,Existing Customer,57.0,F,3,College,Single,$40K - $60K,Blue,36.0,3,1,3,8184.0,1508.0,6676.0,0.789,4134.0,71,0.821,0.184
713110908,Existing Customer,30.0,M,1,Unknown,Married,Less than $40K,Blue,13.0,3,6,5,2607.0,1966.0,641.0,0.65,1719.0,45,0.607,0.754
721179708,Existing Customer,48.0,F,2,Unknown,Married,Less than $40K,Blue,37.0,4,2,3,5758.0,0.0,5758.0,0.433,4422.0,76,0.407,0.0
716363658,Existing Customer,51.0,M,2,Doctorate,Single,$120K +,Blue,36.0,4,2,5,25873.0,582.0,25291.0,0.769,3920.0,84,0.647,0.022
711443808,Existing Customer,46.0,M,2,Unknown,Divorced,$60K - $80K,Blue,37.0,6,1,1,2695.0,1657.0,1038.0,0.813,4068.0,53,0.963,0.615
778952058,Existing Customer,46.0,M,3,College,Married,$80K - $120K,Blue,32.0,4,2,5,20860.0,1496.0,19364.0,0.816,3435.0,56,0.697,0.072
713642133,Existing Customer,45.0,M,4,Unknown,Married,$40K - $60K,Blue,30.0,6,3,3,1892.0,1049.0,843.0,1.122,4558.0,60,1.609,0.554
778908783,Existing Customer,52.0,M,3,College,Married,$80K - $120K,Blue,33.0,3,3,4,27751.0,1018.0,26733.0,0.426,1427.0,25,0.667,0.037
778170633,Existing Customer,48.0,M,5,Graduate,Married,$80K - $120K,Blue,38.0,6,2,2,34516.0,657.0,33859.0,0.723,3661.0,71,0.868,0.019
714670533,Existing Customer,47.0,M,3,Unknown,Single,$80K - $120K,Blue,37.0,3,1,5,,2517.0,22063.0,0.509,3069.0,62,0.771,0.102
771833433,Attrited Customer,49.0,M,2,High School,Married,$80K - $120K,Blue,38.0,3,2,4,29893.0,0.0,29893.0,0.519,2063.0,48,0.846,0.0
772758783,Existing Customer,43.0,M,1,Unknown,Married,$80K - $120K,Blue,33.0,5,1,5,21165.0,735.0,20430.0,0.624,3343.0,60,0.667,0.035
788959758,Existing Customer,47.0,F,4,Uneducated,Single,$40K - $60K,Blue,33.0,3,2,1,9148.0,561.0,8587.0,0.774,3451.0,59,0.967,0.061
716878533,Existing Customer,55.0,M,2,Unknown,Married,$80K - $120K,Blue,46.0,4,1,1,10979.0,1889.0,9090.0,0.475,1425.0,33,0.5,0.172
713267133,Existing Customer,41.0,F,5,Post-Graduate,Married,Less than $40K,Blue,33.0,3,1,2,6519.0,851.0,5668.0,0.679,3088.0,65,0.711,0.131
716263533,Existing Customer,44.0,M,5,High School,Married,$80K - $120K,Blue,36.0,3,2,2,2509.0,1464.0,1045.0,1.25,3166.0,72,0.946,0.583
719026383,Existing Customer,35.0,F,2,Uneducated,Married,Less than $40K,Blue,36.0,3,1,3,2664.0,0.0,2664.0,1.071,3135.0,59,0.903,0.0
821755233,Existing Customer,40.0,F,2,Unknown,Married,Unknown,Blue,28.0,5,5,2,14999.0,1123.0,13876.0,0.539,3441.0,69,0.468,0.075
709683633,Existing Customer,32.0,F,1,High School,Single,Less than $40K,Silver,13.0,4,1,2,10332.0,,9384.0,0.843,2914.0,67,0.763,0.092
714318033,Existing Customer,50.0,M,4,Unknown,Married,$60K - $80K,Blue,36.0,5,1,4,10226.0,1638.0,8588.0,1.053,3321.0,57,1.036,0.16
828291858,Attrited Customer,38.0,M,3,College,Single,$60K - $80K,Blue,34.0,6,3,4,12050.0,1821.0,10229.0,0.63,2381.0,40,0.481,0.151
779647608,Existing Customer,39.0,M,2,High School,Single,$120K +,Blue,22.0,5,2,2,26124.0,0.0,26124.0,0.735,4199.0,92,0.586,0.0
787605558,Existing Customer,48.0,F,3,Graduate,Divorced,Less than $40K,Blue,31.0,6,2,2,9816.0,0.0,9816.0,0.673,3489.0,81,0.528,0.0
771534408,Existing Customer,52.0,F,2,College,Single,Less than $40K,Blue,40.0,4,3,3,2783.0,2379.0,404.0,0.912,3897.0,74,1.0,0.855
716219808,Existing Customer,49.0,M,3,Graduate,Unknown,$60K - $80K,Blue,36.0,5,2,3,15942.0,0.0,15942.0,0.723,1742.0,41,0.323,0.0
715690908,Existing Customer,46.0,F,3,Graduate,Single,Less than $40K,Silver,39.0,4,3,2,12222.0,1260.0,10962.0,1.138,3418.0,78,0.733,0.103
789125733,Existing Customer,38.0,F,4,Doctorate,Married,Less than $40K,Blue,26.0,4,2,4,4002.0,1402.0,2600.0,0.579,2114.0,53,0.514,0.35
717271983,Existing Customer,60.0,M,0,College,Single,$80K - $120K,Silver,53.0,6,3,2,34516.0,1388.0,33128.0,0.791,3261.0,64,0.684,0.04
709695333,Existing Customer,48.0,M,2,High School,Single,$80K - $120K,Blue,36.0,3,2,4,10227.0,1695.0,8532.0,0.875,3577.0,82,0.783,0.166
712233183,Existing Customer,45.0,F,2,Graduate,Single,Less than $40K,Blue,34.0,3,3,1,4265.0,1622.0,2643.0,0.708,3244.0,62,0.879,0.38
716645883,Existing Customer,47.0,M,2,Unknown,Unknown,$60K - $80K,Blue,36.0,3,2,2,13867.0,0.0,13867.0,0.659,4297.0,68,0.744,0.0
711762408,Existing Customer,43.0,M,2,Doctorate,Divorced,$40K - $60K,Blue,34.0,4,1,2,2243.0,0.0,2243.0,0.697,4023.0,63,0.75,0.0
818305008,Existing Customer,41.0,F,2,Graduate,Married,$40K - $60K,Blue,36.0,6,1,3,11239.0,1375.0,9864.0,0.94,3978.0,89,0.78,0.122
788159433,Existing Customer,53.0,M,2,Unknown,Single,$60K - $80K,Blue,45.0,5,1,2,22558.0,818.0,21740.0,0.987,3855.0,70,0.591,0.036
709104333,Existing Customer,50.0,M,5,Post-Graduate,Married,$120K +,Silver,36.0,5,2,4,34516.0,891.0,33625.0,0.926,2687.0,64,0.778,0.026
708112008,Existing Customer,56.0,M,2,Graduate,Married,$80K - $120K,Blue,36.0,4,2,3,23510.0,1049.0,22461.0,0.438,1661.0,35,0.296,0.045
714731208,Existing Customer,63.0,F,0,Uneducated,Unknown,$40K - $60K,Blue,55.0,6,2,2,1651.0,1433.0,218.0,0.985,4050.0,58,0.611,0.868
710006958,Existing Customer,53.0,F,1,High School,Single,Less than $40K,Blue,41.0,6,2,2,8693.0,796.0,7897.0,0.864,4755.0,69,0.533,0.092
815062383,Existing Customer,35.0,F,2,High School,Married,Less than $40K,Blue,30.0,3,3,1,4549.0,1193.0,3356.0,0.445,1914.0,33,0.5,0.262
778447908,Existing Customer,51.0,M,2,College,Married,$80K - $120K,Blue,33.0,3,1,2,3558.0,0.0,3558.0,0.57,4136.0,65,0.912,0.0
720725058,Attrited Customer,51.0,F,1,Graduate,Single,Less than $40K,Blue,37.0,1,3,4,7176.0,0.0,7176.0,0.45,1375.0,33,0.65,0.0
803415183,Existing Customer,44.0,M,3,Unknown,Single,$80K - $120K,Silver,38.0,3,3,1,34516.0,657.0,33859.0,0.641,4614.0,76,0.689,0.019
708582858,Existing Customer,38.0,M,3,Graduate,Single,$60K - $80K,Blue,25.0,3,3,4,18293.0,0.0,18293.0,0.571,2958.0,63,0.432,0.0
779833908,Existing Customer,40.0,F,2,Graduate,Divorced,Unknown,Blue,23.0,6,2,1,18332.0,1376.0,16956.0,0.6,4095.0,67,0.675,0.075
818687958,Existing Customer,48.0,M,2,Graduate,Divorced,$80K - $120K,Blue,43.0,5,3,2,6383.0,1436.0,4947.0,0.845,4462.0,88,0.66,0.225
708714108,Existing Customer,42.0,F,3,High School,Single,Less than $40K,Silver,31.0,5,2,3,13441.0,2517.0,10924.0,0.734,1894.0,49,0.633,0.187
754872333,Existing Customer,50.0,M,2,Graduate,Married,$120K +,Blue,43.0,3,1,3,20114.0,0.0,20114.0,0.82,4740.0,88,0.796,0.0
718637208,Existing Customer,54.0,F,2,Graduate,Single,Less than $40K,Blue,43.0,3,2,1,2019.0,1387.0,632.0,0.56,1689.0,36,0.714,0.687
816772908,Existing Customer,38.0,M,3,High School,Single,$60K - $80K,Silver,33.0,6,1,2,34516.0,1793.0,32723.0,0.767,4533.0,78,0.472,0.052
711935283,Attrited Customer,55.0,M,5,Post-Graduate,Single,$80K - $120K,Blue,47.0,3,1,4,1438.3,0.0,1438.3,0.414,1427.0,36,0.333,0.0
716950758,Attrited Customer,46.0,M,4,High School,Married,$60K - $80K,Blue,36.0,1,3,2,8017.0,0.0,8017.0,0.559,1657.0,43,0.654,0.0
716497908,Existing Customer,49.0,F,1,Doctorate,Married,Unknown,Blue,36.0,3,1,2,8519.0,0.0,8519.0,0.873,3698.0,65,0.625,0.0
809358708,Existing Customer,38.0,M,3,Unknown,Single,$80K - $120K,Blue,33.0,6,2,2,34516.0,2135.0,32381.0,0.488,3514.0,63,0.703,0.062
716037708,Existing Customer,50.0,M,0,Uneducated,Divorced,$60K - $80K,Blue,39.0,6,3,3,9474.0,1021.0,8453.0,0.557,3240.0,54,0.588,0.108
717804783,Existing Customer,40.0,F,3,Graduate,Single,Less than $40K,Blue,27.0,5,3,4,6587.0,824.0,5763.0,1.262,4160.0,70,0.842,0.125
715338783,Existing Customer,32.0,M,1,High School,Single,$60K - $80K,Blue,36.0,4,2,2,2999.0,0.0,2999.0,0.812,3018.0,80,0.778,0.0
779645658,Existing Customer,49.0,M,3,Graduate,Single,$60K - $80K,Blue,32.0,3,1,4,7154.0,1472.0,5682.0,1.002,3607.0,59,0.735,0.206
787565433,Existing Customer,53.0,M,2,Post-Graduate,Married,$80K - $120K,Blue,43.0,4,2,4,4039.0,1397.0,2642.0,0.396,1494.0,36,0.286,0.346
717287883,Existing Customer,57.0,M,3,Graduate,Married,$80K - $120K,Blue,46.0,6,2,3,5516.0,2517.0,2999.0,0.473,1532.0,24,0.5,0.456
715746633,Existing Customer,64.0,F,0,Graduate,Single,Less than $40K,Blue,54.0,3,1,2,5577.0,689.0,4888.0,0.985,4256.0,70,1.121,0.124
720635883,Existing Customer,34.0,M,3,Unknown,Unknown,$80K - $120K,Blue,24.0,6,3,3,8628.0,1500.0,7128.0,0.688,2902.0,60,0.818,0.174
710077008,Existing Customer,43.0,M,2,Uneducated,Single,$120K +,Blue,33.0,5,3,1,30137.0,1368.0,28769.0,0.721,3522.0,74,0.897,0.045
804437658,Existing Customer,42.0,F,3,Doctorate,Married,Less than $40K,Blue,36.0,4,2,1,9778.0,2154.0,7624.0,0.5,3413.0,66,0.692,0.22
780000258,Existing Customer,48.0,M,3,Uneducated,Single,$120K +,Blue,38.0,4,2,5,20912.0,0.0,20912.0,0.725,4172.0,84,0.787,0.0
825785508,Existing Customer,49.0,M,3,High School,Single,$120K +,Blue,45.0,3,2,2,14699.0,1049.0,13650.0,0.534,4890.0,64,0.561,0.071
720252858,Existing Customer,57.0,M,3,College,Single,$60K - $80K,Blue,36.0,6,3,2,10350.0,0.0,10350.0,0.826,3396.0,63,0.8,0.0
710017758,Existing Customer,44.0,M,4,Graduate,Single,$40K - $60K,Blue,36.0,5,2,3,11346.0,0.0,11346.0,0.665,3784.0,67,0.457,0.0
711750183,Existing Customer,63.0,F,2,Graduate,Single,Less than $40K,Gold,55.0,4,1,3,15987.0,1345.0,14642.0,0.729,3640.0,56,0.867,0.084
718364283,Existing Customer,43.0,M,3,Graduate,Single,$60K - $80K,Blue,30.0,3,2,4,19711.0,0.0,19711.0,1.037,3602.0,72,1.0,0.0
711638658,Existing Customer,33.0,M,4,High School,Single,$40K - $60K,Blue,25.0,4,1,1,8650.0,1929.0,6721.0,0.777,2878.0,63,1.032,0.223
711046383,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Silver,36.0,5,1,1,34516.0,1316.0,33200.0,0.818,3542.0,60,0.714,0.038
720877083,Existing Customer,50.0,M,2,Graduate,Married,$80K - $120K,Blue,36.0,6,1,2,9748.0,1354.0,8394.0,0.893,3323.0,66,0.833,0.139
715662258,Existing Customer,49.0,F,3,Unknown,Unknown,Less than $40K,Blue,36.0,3,1,2,2454.0,2060.0,394.0,0.804,3777.0,75,0.596,0.839
715570533,Attrited Customer,48.0,M,3,Post-Graduate,Unknown,$120K +,Blue,35.0,2,2,6,34516.0,0.0,34516.0,0.464,1632.0,44,0.333,0.0
758202858,Existing Customer,47.0,F,3,High School,Unknown,Less than $40K,Blue,40.0,4,2,4,4255.0,1681.0,2574.0,0.65,3453.0,72,0.5,0.395
712872183,Existing Customer,35.0,F,4,Uneducated,Single,Less than $40K,Blue,24.0,4,2,2,3271.0,1367.0,1904.0,0.704,2464.0,92,1.0,0.418
710014683,Existing Customer,31.0,F,0,Graduate,Single,Less than $40K,Blue,20.0,3,3,2,3480.0,724.0,2756.0,0.722,2807.0,65,0.806,0.208
716934333,Existing Customer,50.0,M,3,Uneducated,Single,$80K - $120K,Blue,40.0,3,1,4,13306.0,2458.0,10848.0,0.516,3556.0,68,0.581,0.185
778523733,Existing Customer,38.0,M,3,Graduate,Single,$80K - $120K,Blue,31.0,6,1,2,13637.0,0.0,13637.0,0.566,3625.0,73,0.659,0.0
716353083,Existing Customer,39.0,M,3,Graduate,Single,$60K - $80K,Blue,29.0,4,2,3,6733.0,1028.0,,0.553,4444.0,72,0.565,0.153
753642933,Existing Customer,52.0,F,3,High School,Single,Less than $40K,Blue,45.0,3,3,0,2728.0,1365.0,1363.0,0.648,4293.0,83,0.976,0.5
708151008,Existing Customer,49.0,F,4,Graduate,Married,$40K - $60K,Blue,41.0,5,1,2,6250.0,644.0,5606.0,1.06,2433.0,41,1.158,0.103
789646158,Existing Customer,49.0,M,4,Uneducated,Married,$40K - $60K,Blue,33.0,5,1,3,3653.0,881.0,2772.0,0.846,3297.0,66,0.692,0.241
712423233,Existing Customer,44.0,M,3,High School,Divorced,$60K - $80K,Blue,36.0,4,3,1,22919.0,1368.0,21551.0,0.942,3752.0,71,0.919,0.06
719806233,Existing Customer,36.0,M,1,Graduate,Single,$120K +,Blue,20.0,3,2,2,34516.0,0.0,34516.0,0.531,2686.0,59,0.788,0.0
786509358,Existing Customer,44.0,M,3,Unknown,Married,$80K - $120K,Blue,38.0,3,1,4,4198.0,1782.0,2416.0,1.526,2051.0,36,1.0,0.424
711502908,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,39.0,6,2,2,7532.0,0.0,7532.0,0.476,3550.0,68,0.619,0.0
748617858,Existing Customer,35.0,M,5,Uneducated,Single,$60K - $80K,Blue,28.0,4,2,3,4587.0,1704.0,2883.0,0.903,2968.0,65,0.806,0.371
721532583,Attrited Customer,45.0,M,4,Graduate,Married,$80K - $120K,Blue,36.0,5,3,4,12250.0,2165.0,10085.0,0.641,1995.0,39,0.696,0.177
789244308,Existing Customer,56.0,M,4,College,Single,$80K - $120K,Blue,41.0,6,1,4,17753.0,1899.0,15854.0,0.851,3986.0,64,0.73,0.107
709330383,Existing Customer,37.0,F,1,Graduate,Single,Less than $40K,Silver,19.0,4,3,3,12535.0,2049.0,10486.0,0.683,3283.0,74,0.609,0.163
719136183,Existing Customer,48.0,F,3,Uneducated,Married,Less than $40K,Blue,38.0,6,1,3,3541.0,1444.0,2097.0,0.664,3410.0,69,0.683,0.408
716939358,Existing Customer,43.0,F,3,Graduate,Divorced,Unknown,Blue,33.0,6,3,4,14622.0,0.0,14622.0,0.959,4632.0,67,0.457,0.0
778155558,Existing Customer,45.0,M,3,Unknown,Married,$80K - $120K,Blue,38.0,3,1,2,23973.0,0.0,23973.0,0.779,3560.0,71,0.511,0.0
713461533,Existing Customer,54.0,M,3,Graduate,Single,$80K - $120K,Blue,38.0,4,2,1,29200.0,1310.0,27890.0,1.092,3042.0,73,1.028,0.045
803776533,Existing Customer,46.0,M,2,Post-Graduate,Single,$60K - $80K,Blue,41.0,3,3,2,10077.0,0.0,10077.0,0.639,2118.0,52,0.576,0.0
714857508,Existing Customer,44.0,F,4,Doctorate,Married,Unknown,Blue,36.0,5,2,4,8667.0,1775.0,6892.0,0.729,3939.0,69,0.533,0.205
720348933,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,31.0,4,3,4,12871.0,758.0,12113.0,0.778,3060.0,60,1.069,0.059
721158108,Existing Customer,38.0,M,2,Graduate,Single,$60K - $80K,Blue,30.0,3,2,4,2346.0,0.0,2346.0,0.394,3982.0,72,0.532,0.0
789043008,Existing Customer,55.0,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43.0,4,2,4,9919.0,0.0,9919.0,0.496,2058.0,70,0.842,0.0
